Rmin,departure dates,mean departure,standard deviation departure,payoffs,mean payoff,standard deviation payoff,survival rates,mean survival rate
52,"[88, 88, 84, 72, 64, 54, 42, 42, 26]",62.22222222222222,21.342590584076387,"[222.4, 222.4, 222.12166301969364, 221.85888744603344, 221.76529406484104, 221.71337548157697, 221.561571948947, 221.561571948947, 221.46738662987647]",221.87219450443504,0.3355033110406634,"[1.0, 1.0, 0.9960612691466083, 0.9860394997601486, 0.9795286840319833, 0.9715748268254907, 0.9616387671395269, 0.9616387671395269, 0.9488748356035839]",0.9783729610718743
53,"[86, 86, 82, 70, 62, 52, 40, 40, 24]",60.22222222222222,21.342590584076387,"[222.8, 222.8, 222.5193166885677, 222.2500458910785, 222.15181936119995, 222.09378639320033, 221.93363180420562, 221.93363180420562, 221.82750933445018]",222.25663791965647,0.3479867629877858,"[1.0, 1.0, 0.9960578186596584, 0.9860250483188931, 0.9795053763721338, 0.9715388731111126, 0.961584193259123, 0.961584193259123, 0.9487917422346029]",0.9783430272460719
54,"[84, 84, 80, 68, 60, 50, 38, 38, 22]",58.22222222222222,21.342590584076387,"[223.2, 223.2, 222.91696624287593, 222.64118601229353, 222.53831393968971, 222.47414768877806, 222.3056120537453, 222.3056120537453, 222.18750221815066]",222.64103780103093,0.3605757582314478,"[1.0, 1.0, 0.9960543621218764, 0.9860105669277835, 0.9794820155796203, 0.9715028283352753, 0.9615294639002825, 0.9615294639002825, 0.9487083783866382]",0.9783130087946399
55,"[82, 82, 78, 66, 58, 48, 36, 36, 20]",56.22222222222222,21.342590584076387,"[223.6, 223.6, 223.31461167178585, 223.032307752657, 222.92477769515423, 222.85445917957935, 222.67751235691142, 222.67751235691142, 222.54736464614487]",223.02539396212714,0.3732643484028195,"[1.0, 1.0, 0.9960508995173322, 0.9859960554936208, 0.9794586014725581, 0.9714666921516101, 0.9614745783977178, 0.9614745783977178, 0.9486247427371904]",0.9782829053519718
56,"[81, 81, 77, 65, 57, 47, 34, 34, 18]",54.888888888888886,21.743169780387714,"[223.8, 223.8, 223.51884816753926, 223.2507409727502, 223.1551226974594, 223.10230913455302, 223.0493323711032, 223.0493323711032, 222.9070959794548]",223.29253129932923,0.31445404885650147,"[1.0, 1.0, 0.9960732984293194, 0.9860898452859991, 0.9796098450283556, 0.9716999526766247, 0.9614195360823413, 0.9614195360823413, 0.9485408339551268]",0.9783169830600121
57,"[79, 79, 75, 63, 55, 45, 33, 33, 17]",53.22222222222222,21.342590584076387,"[224.2, 224.2, 223.91457330415756, 223.63375854560172, 223.5284456960986, 223.46221016986286, 223.29252172979812, 223.29252172979812, 223.1753613339629]",223.63326583436444,0.3657027158086702,"[1.0, 1.0, 0.9960612691466083, 0.9860394997601486, 0.9795286840319833, 0.9715748268254907, 0.9616387671395269, 0.9616387671395269, 0.9488748356035839]",0.9783729610718743
58,"[77, 77, 73, 61, 53, 43, 31, 31, 15]",51.22222222222222,21.342590584076387,"[224.6, 224.6, 224.31222076215505, 224.02489097805253, 223.91492903866978, 223.84255636480034, 223.664483352072, 223.664483352072, 223.53533447047243]",224.01765536869937,0.37835586127425036,"[1.0, 1.0, 0.9960578186596584, 0.9860250483188931, 0.9795053763721338, 0.9715388731111126, 0.961584193259123, 0.961584193259123, 0.9487917422346029]",0.9783430272460719
59,"[75, 75, 71, 59, 51, 41, 29, 29, 13]",49.22222222222222,21.342590584076387,"[225.0, 225.0, 224.7098640946953, 224.41600503276354, 224.30138156773305, 224.22285277978156, 224.03636508876582, 224.03636508876582, 223.89517729924663]",224.4020012168613,0.39110232588035115,"[1.0, 1.0, 0.9960543621218764, 0.9860105669277835, 0.9794820155796203, 0.9715028283352753, 0.9615294639002825, 0.9615294639002825, 0.9487083783866382]",0.9783130087946399
60,"[73, 73, 69, 57, 49, 39, 27, 27, 11]",47.22222222222222,21.342590584076387,"[225.4, 225.4, 225.10750329091707, 224.80710065254553, 224.68780317780485, 224.60309922545224, 224.40816659802732, 224.40816659802732, 224.25488918307184]",224.78630319176065,0.4039376938548761,"[1.0, 1.0, 0.9960508995173322, 0.9859960554936208, 0.9794586014725581, 0.9714666921516101, 0.9614745783977178, 0.9614745783977178, 0.9486247427371904]",0.9782829053519718
61,"[72, 72, 68, 56, 48, 38, 25, 25, 9]",45.888888888888886,21.743169780387714,"[225.6, 225.6, 225.31178010471203, 225.02570269426496, 224.91842041851044, 224.85136904937096, 224.7798875360514, 224.7798875360514, 224.61446948057403]",225.05350186883723,0.3442196609798609,"[1.0, 1.0, 0.9960732984293194, 0.9860898452859991, 0.9796098450283556, 0.9716999526766247, 0.9614195360823413, 0.9614195360823413, 0.9485408339551268]",0.9783169830600121
62,"[70, 70, 66, 54, 46, 36, 24, 24, 8]",44.22222222222222,21.342590584076387,"[226.0, 226.0, 225.70748358862144, 225.40862964516995, 225.29159732735616, 225.21104485814874, 225.0234715106493, 225.0234715106493, 224.88333603804938]",225.3943371642939,0.3961307668358282,"[1.0, 1.0, 0.9960612691466083, 0.9860394997601486, 0.9795286840319833, 0.9715748268254907, 0.9616387671395269, 0.9616387671395269, 0.9488748356035839]",0.9783729610718743
63,"[68, 68, 64, 52, 44, 34, 22, 22, 6]",42.22222222222222,21.342590584076387,"[226.4, 226.4, 226.10512483574246, 225.79973606502654, 225.6780387161396, 225.59132633640036, 225.39533489993843, 225.39533489993843, 225.24315960649474]",225.77867281774232,0.4089289206936144,"[1.0, 1.0, 0.9960578186596584, 0.9860250483188931, 0.9795053763721338, 0.9715388731111126, 0.961584193259123, 0.961584193259123, 0.9487917422346029]",0.9783430272460719
64,"[66, 66, 62, 50, 42, 32, 20, 20, 4]",40.22222222222222,21.342590584076387,"[226.8, 226.8, 226.50276194651468, 226.19082405323354, 226.06444919577638, 225.97155787078503, 225.76711812378633, 225.76711812378633, 225.6028523803426]",226.16296463269165,0.42181130226526165,"[1.0, 1.0, 0.9960543621218764, 0.9860105669277835, 0.9794820155796203, 0.9715028283352753, 0.9615294639002825, 0.9615294639002825, 0.9487083783866382]",0.9783130087946399
65,"[64, 64, 60, 48, 40, 30, 18, 18, 2]",38.22222222222222,21.342590584076387,"[227.2, 227.2, 226.90039491004828, 226.58189355243408, 226.45082866045544, 226.35173927132516, 226.13882083914322, 226.13882083914322, 225.96241371999875]",226.5472124213942,0.43477457358669647,"[1.0, 1.0, 0.9960508995173322, 0.9859960554936208, 0.9794586014725581, 0.9714666921516101, 0.9614745783977178, 0.9614745783977178, 0.9486247427371904]",0.9782829053519718
66,"[64, 64, 64, 46, 38, 28, 16, 16, 0]",37.333333333333336,22.60776661041756,"[227.2, 227.2, 227.2, 226.97294450503267, 226.8371770038824, 226.73187034707883, 226.51044270099962, 226.51044270099962, 226.32184298169324]",226.83163558218735,0.3167977419019554,"[1.0, 1.0, 1.0, 0.9859815139228179, 0.9794351338682314, 0.9714304642119915, 0.9614195360823413, 0.9614195360823413, 0.9485408339551268]",0.978691890902539
67,"[61, 61, 57, 45, 37, 27, 15, 15, 0]",35.333333333333336,21.155508870163242,"[227.8, 227.8, 227.4999014778325, 227.18142054469303, 227.0513737024337, 226.95463279261008, 226.746382753785, 226.746382753785, 226.49970902200164]",227.1422003385712,0.44277639122021256,"[1.0, 1.0, 0.9960591133004926, 0.986030471114119, 0.9795141229613188, 0.9715523664067213, 0.9616046766487913, 0.9616046766487913, 0.949286290955581]",0.9784057464484239
68,"[61, 61, 57, 45, 37, 27, 15, 15, 15]",37.0,18.76166303929372,"[227.8, 227.8, 227.49960578186597, 227.180171132673, 227.04934624306063, 226.9514807587559, 226.74155277050122, 226.74155277050122, 226.74155277050122]",227.167251358651,0.41035005400118796,"[1.0, 1.0, 0.9960578186596584, 0.9860250483188931, 0.9795053763721338, 0.9715388731111126, 0.961584193259123, 0.961584193259123, 0.961584193259123]",0.9797644106932408
69,"[59, 59, 55, 43, 35, 25, 13, 13, 13]",35.0,18.76166303929372,"[228.2, 228.2, 227.89723805348532, 227.57123884693246, 227.43572401758783, 227.33166183045444, 227.1132593732467, 227.1132593732467, 227.1132593732467]",227.5528489853556,0.4214933748730177,"[1.0, 1.0, 0.9960543621218764, 0.9860105669277835, 0.9794820155796203, 0.9715028283352753, 0.9615294639002825, 0.9615294639002825, 0.9615294639002825]",0.9797375738517116
70,"[57, 57, 53, 41, 33, 23, 11, 11, 11]",33.0,18.76166303929372,"[228.6, 228.6, 228.2948661693725, 227.9622880301251, 227.822070702517, 227.71179264033742, 227.4848852489, 227.4848852489, 227.4848852489]",227.93840814322797,0.4326890308287266,"[1.0, 1.0, 0.9960508995173322, 0.9859960554936208, 0.9794586014725581, 0.9714666921516101, 0.9614745783977178, 0.9614745783977178, 0.9614745783977178]",0.9797106648698084
71,"[56, 56, 52, 39, 31, 21, 9, 9, 9]",31.333333333333332,19.165942015286735,"[228.8, 228.8, 228.50507152145644, 228.3533186245246, 228.20838619129793, 228.0918729969756, 227.8564300515149, 227.8564300515149, 227.8564300515149]",228.25865994319994,0.360784490750919,"[1.0, 1.0, 0.9960988296488946, 0.9859815139228179, 0.9794351338682314, 0.9714304642119915, 0.9614195360823413, 0.9614195360823413, 0.9614195360823413]",0.9796893944332177
72,"[54, 54, 50, 38, 30, 20, 8, 8, 8]",30.0,18.76166303929372,"[229.2, 229.2, 228.8948796498906, 228.56395604440246, 228.4260891162585, 228.3200843039903, 228.10071556549576, 228.10071556549576, 228.10071556549576]",228.5452395345588,0.4265777810340817,"[1.0, 1.0, 0.9960612691466083, 0.9860394997601486, 0.9795286840319833, 0.9715748268254907, 0.9616387671395269, 0.9616387671395269, 0.9616387671395269]",0.9797911756869792
73,"[52, 52, 48, 36, 28, 18, 6, 6, 6]",28.0,18.76166303929372,"[229.6, 229.6, 229.29250985545335, 228.95501621964698, 228.81245592053043, 228.70025073035592, 228.47240431836764, 228.47240431836764, 228.47240431836764]",228.93082729789887,0.4377487620156357,"[1.0, 1.0, 0.9960578186596584, 0.9860250483188931, 0.9795053763721338, 0.9715388731111126, 0.961584193259123, 0.961584193259123, 0.961584193259123]",0.9797644106932408
74,"[50, 50, 46, 34, 26, 16, 4, 4, 4]",26.0,18.76166303929372,"[230.0, 230.0, 229.6901359053047, 229.34605786740244, 229.19879164563116, 229.08036692145794, 228.84401240826722, 228.84401240826722, 228.84401240826722]",229.31637661828867,0.4489703628854106,"[1.0, 1.0, 0.9960543621218764, 0.9860105669277835, 0.9794820155796203, 0.9715028283352753, 0.9615294639002825, 0.9615294639002825, 0.9615294639002825]",0.9797375738517116
75,"[48, 48, 44, 32, 24, 14, 2, 2, 2]",24.0,18.76166303929372,"[230.4, 230.4, 230.08775778850372, 229.73708093001363, 229.58509618516763, 229.46043268621028, 229.2155394900159, 229.2155394900159, 229.2155394900159]",229.7018873399937,0.46024152851727995,"[1.0, 1.0, 0.9960508995173322, 0.9859960554936208, 0.9794586014725581, 0.9714666921516101, 0.9614745783977178, 0.9614745783977178, 0.9614745783977178]",0.9797106648698084
76,"[44, 44, 36, 30, 22, 12, 0, 0, 0]",20.88888888888889,17.540077565040992,"[231.2, 231.2, 230.40943100812322, 230.1280853495857, 229.97136943226076, 229.8404478325572, 229.58698521646312, 229.58698521646312, 229.58698521646312]",230.16780991910178,0.609974345950118,"[1.0, 1.0, 0.9914347289506162, 0.9859815139228179, 0.9794351338682314, 0.9714304642119915, 0.9614195360823413, 0.9614195360823413, 0.9614195360823413]",0.9791711610222978
77,"[45, 45, 41, 29, 21, 11, 0, 0, 0]",21.333333333333332,18.372685039360892,"[231.0, 231.0, 230.68578947368422, 230.33037437744142, 230.17552407242493, 230.04759393646142, 229.70394738010907, 229.70394738010907, 229.70394738010907]",230.2612360000377,0.5012508294330668,"[1.0, 1.0, 0.9960526315789474, 0.986003314971924, 0.9794703152018083, 0.9714847716911378, 0.9619093273873913, 0.9619093273873913, 0.9619093273873913]",0.979859890622888
78,"[46, 46, 42, 30, 22, 12, 12, 0, 0]",23.333333333333332,17.537261917287875,"[230.8, 230.8, 230.48948847667228, 230.14546553098808, 229.99957423309016, 229.8842996340499, 229.8842996340499, 229.81797738521976, 229.81797738521976]",230.18212025325445,0.3851820500193244,"[1.0, 1.0, 0.9960652051714446, 0.9860559791387664, 0.9795552565293447, 0.9716158057229498, 0.9716158057229498, 0.962386839971607, 0.962386839971607]",0.9810757480254078
79,"[44, 44, 40, 28, 20, 10, 10, 0, 0]",21.77777777777778,16.95600698394248,"[231.2, 231.2, 230.88482797518333, 230.5268478562262, 230.3702377763916, 230.240055191177, 230.240055191177, 229.9291841143749, 229.9291841143749]",230.50226580210054,0.46337045002927446,"[1.0, 1.0, 0.9960518894529047, 0.9860002046887347, 0.9794652966683317, 0.9714770261231097, 0.9714770261231097, 0.9628525297921896, 0.9628525297921896]",0.981130722515619
80,"[45, 45, 41, 29, 21, 11, 11, 11, 11]",25.0,14.422205101855956,"[231.0, 231.0, 230.68538832821412, 230.3286785633098, 230.17277134605115, 230.04331270150126, 230.04331270150126, 230.04331270150126, 230.04331270150126]",230.37334322706445,0.3888264637397282,"[1.0, 1.0, 0.9960508995173322, 0.9859960554936208, 0.9794586014725581, 0.9714666921516101, 0.9714666921516101, 0.9714666921516101, 0.9714666921516101]",0.9830413694544391
