player 1,Tmax,departure time,payoff,player 2,Tmax,departure time,payoff,player 3,Tmax,departure time,payoff,player 4,Tmax,departure time,payoff
1,186,85,13.032258064516128,2,186,70,11.559399183023043,3,186,45,11.01834870688322,4,186,30,10.801824850203978
1,187,85,13.09090909090909,2,187,70,11.614906502029157,3,187,45,11.060903232489125,4,187,30,10.835890662840024
1,188,85,13.148936170212766,2,188,70,11.669823317641587,3,188,45,11.103005050375819,4,188,30,10.869594073213985
1,189,85,13.206349206349206,2,189,70,11.724159002930078,3,189,45,11.144661346380115,4,189,30,10.902940833742718
1,190,85,13.263157894736842,2,190,70,11.777922733636583,3,190,45,11.185879155058048,4,190,30,10.935936575739573
1,191,85,13.319371727748692,2,191,70,11.831123493340925,3,191,45,11.226665363645118,4,191,30,10.968586812584626
1,192,85,13.375,2,192,70,11.883770078465016,3,192,45,11.267026715892735,4,192,30,11.000896942795878
1,193,85,13.430051813471502,2,193,70,11.9358711031215,3,193,45,11.306969815785456,4,193,30,11.032872253004937
1,194,88,13.11340206185567,2,194,75,11.98910361105559,3,194,45,11.346501131143198,4,194,30,11.064517920840713
1,195,89,13.046153846153846,2,195,75,11.854486632620599,3,195,50,11.387288877376326,4,195,30,11.095839017724323
1,196,89,13.10204081632653,2,196,75,11.907408447944798,3,196,50,11.42856932846241,4,196,30,11.126840511578507
1,197,89,13.157360406091371,2,197,75,11.959792985956058,3,197,50,11.469430688674525,4,197,30,11.157527269454478
1,198,89,13.212121212121211,2,198,75,12.011648387219735,3,198,50,11.509879307874398,4,198,30,11.187904060079177
1,199,89,13.266331658291456,2,199,75,12.062982628671714,3,199,50,11.549921408288338,4,199,30,11.21797555632574
1,200,89,13.32,2,200,75,12.113803527709175,3,200,50,11.589563087698142,4,200,30,11.247746337609835
1,201,90,13.253731343283583,2,201,75,11.976747414337375,3,201,50,11.38638387231172,4,201,40,11.278582842839484
1,202,92,13.06930693069307,2,202,80,12.028178652688196,3,202,50,11.425225850742935,4,202,40,11.31253026050506
1,203,92,13.123152709359605,2,203,80,12.07974993499766,3,203,50,11.463685149583696,4,203,40,11.346143220853735
1,204,92,13.176470588235295,2,204,80,12.130815616500167,3,204,50,11.501767396475037,4,204,40,11.37942664237546
1,205,93,13.11219512195122,2,205,80,12.000350424949639,3,205,55,11.539934412906325,4,205,40,11.412385347589657
1,206,93,13.16504854368932,2,206,80,12.050660808461123,3,206,55,11.579614608096335,4,206,40,11.445024065374591
1,207,93,13.217391304347826,2,207,80,12.100485101310658,3,207,55,11.61891141975794,4,207,40,11.477347433229236
1,208,93,13.26923076923077,2,208,80,12.149830314421257,3,208,55,11.657830377461261,4,208,40,11.509359999469892
1,209,93,13.320574162679426,2,209,80,12.198703324535582,3,209,55,11.696376904947321,4,209,40,11.54106622536375
1,210,93,13.371428571428572,2,210,80,12.247110877410726,3,210,55,11.734556322647801,4,210,40,11.572470487201473
1,211,93,13.421800947867299,2,211,80,12.295059590922122,3,211,55,11.772373850133112,4,211,40,11.603577078310877
1,212,93,13.471698113207548,2,212,80,12.342555958079636,3,212,55,11.809834608491204,4,212,40,11.63439021101359
1,213,95,13.295774647887324,2,213,85,12.390123354354692,3,213,55,11.84694362263936,4,213,40,11.664914018526606
1,214,95,13.345794392523365,2,214,85,12.438537871167952,3,214,55,11.883705823571178,4,214,40,11.695152556810527
1,215,95,13.395348837209301,2,215,85,12.486502020382954,3,215,55,11.920126050540837,4,215,40,11.725109806366227
1,216,95,13.444444444444446,2,216,85,12.534022057105219,3,216,55,11.956209053186708,4,216,40,11.754789673981596
1,217,95,13.493087557603687,2,217,85,12.581104121138804,3,217,55,11.991959493596207,4,217,40,11.784195994430002
1,218,95,13.541284403669724,2,218,85,12.627754239630791,3,218,55,12.027381948313877,4,218,40,11.813332532122002
1,219,95,13.58904109589041,2,219,85,12.673978329643404,3,219,55,12.062480910294397,4,219,40,11.842202982711791
1,220,95,13.636363636363637,2,220,85,12.7197822006559,3,220,55,12.097260790802371,4,220,40,11.870810974659856
1,221,95,13.683257918552036,2,221,85,12.7651715569986,3,221,55,12.131725921260498,4,221,40,11.899160070753187
1,222,96,13.621621621621621,2,222,85,12.637909620669035,3,222,60,12.167407438326064,4,222,40,11.927253769584416
1,223,96,13.668161434977577,2,223,85,12.682698971993553,3,223,60,12.203239439349176,4,223,40,11.95509550699115
1,224,96,13.714285714285714,2,224,85,12.727088418395532,3,224,60,12.238751511791726,4,224,40,11.98268865745675
1,225,99,13.440000000000001,2,225,90,12.772013686474681,3,225,60,12.273947921368121,4,225,40,12.010036535473768
1,226,99,13.486725663716815,2,226,90,12.817224354391405,3,226,60,12.308832858293398,4,226,40,12.037142396871168
1,227,99,13.533039647577095,2,227,90,12.86203669043221,3,227,60,12.343410438946202,4,227,40,12.064009440106473
1,228,99,13.578947368421051,2,228,90,12.906455935805992,3,228,60,12.37768470748802,4,228,40,12.090640807523927
1,229,99,13.624454148471616,2,229,90,12.950487240172144,3,229,60,12.411659637439953,4,229,40,12.117039586579656
1,230,99,13.669565217391305,2,230,90,12.994135663630763,3,230,60,12.44533913321839,4,230,40,12.143208811034901
1,231,99,13.714285714285714,2,231,90,13.037406178661168,3,231,60,12.47872703163078,4,231,40,12.16915146211824
1,232,99,13.758620689655173,2,232,90,13.080303672010276,3,232,60,12.51182710333272,4,232,40,12.194870469657754
1,233,99,13.802575107296136,2,233,90,13.122832946532354,3,233,60,12.544643054247517,4,233,40,12.220368713184055
1,234,99,13.846153846153845,2,234,90,13.164998722981593,3,234,60,12.577178526949366,4,234,40,12.245649023005003
1,235,103,13.480851063829789,2,235,95,12.87916145870781,3,235,65,12.393581311247054,4,235,50,12.273867401142725
1,236,103,13.52542372881356,2,236,95,12.922486364636958,3,236,65,12.427367297991,4,236,50,12.302266458744612
1,237,103,13.569620253164556,2,237,95,12.96544565954561,3,237,65,12.460868170922762,4,237,50,12.330425861851964
1,238,103,13.61344537815126,2,238,95,13.008043951976036,3,238,65,12.494087523913922,4,238,50,12.358348631319764
1,239,103,13.656903765690377,2,239,95,13.0502857733401,3,239,65,12.52702889068758,4,239,50,12.386037737444733
1,240,103,13.7,2,240,95,13.09217557952613,3,240,65,12.55969574607146,4,240,50,12.413496101018662
