k,departure dates,mean departure,standard deviation departure,payoffs,mean payoff,standard deviation payoff,survival rates,mean survival rate
1.8,"[90, 75, 55, 40]",65.0,19.03943276465977,"[6.0, 3.916821281459714, 3.46830992541347, 3.242123584779457]",4.156813697913161,1.0915158670361342,"[1.0, 0.7253372743443914, 0.49547284648763856, 0.36842313463402926]",0.6473083138665148
1.9000000000000001,"[90, 75, 55, 40]",65.0,19.03943276465977,"[6.0, 3.8482071989686544, 3.3371987962667884, 3.069635509881891]",4.063760376279333,1.1523522716876484,"[1.0, 0.712630962771973, 0.47674268518096974, 0.3488222170320331]",0.6345489662462439
2.0,"[92, 75, 60, 50]",69.25,15.864661988205107,"[5.6, 3.310344188352141, 2.975264255725034, 2.920751833337897]",3.701590069353768,1.1061522434259206,"[1.0, 0.6620688376704282, 0.4798813315685538, 0.3946961936943104]",0.6341615907333231
2.1,"[95, 80, 60, 50]",71.25,17.455300054711177,"[5.0, 3.253107013361443, 2.869407314718129, 2.7899942258384045]",3.4781271384794943,0.8959349575500352,"[1.0, 0.7071971768177049, 0.4628076314061498, 0.3770262467349195]",0.6367577637396935
2.2,"[95, 80, 60, 50]",71.25,17.455300054711177,"[5.0, 3.200438817587111, 2.7674417423773834, 2.6652596251166982]",3.4082850462702985,0.9406810651503305,"[1.0, 0.6957475690406763, 0.4463615713511908, 0.3601702196103646]",0.6255698400005579
2.3000000000000003,"[95, 80, 60, 50]",71.25,17.455300054711177,"[5.0, 3.1486726252326793, 2.6692199026253545, 2.546262825097264]",3.3410388382388243,0.9838910622437228,"[1.0, 0.6844940489636259, 0.4305193391331216, 0.3440895709590897]",0.6147757397639593
2.4000000000000004,"[95, 80, 60, 50]",71.25,17.455300054711177,"[5.0, 3.0977921457579485, 2.574599934201224, 2.4327324920329025]",3.2762811429980188,1.0255481297144933,"[1.0, 0.6734330751647714, 0.4152580539034232, 0.3287476340585003]",0.6043596907816737
2.5,"[95, 80, 65, 50]",72.5,16.77050983124842,"[5.0, 2.821130001100654, 2.4890344049032898, 2.32441047195556]",3.1586437194898758,1.0780573045237167,"[1.0, 0.6411659093410578, 0.4444704294470161, 0.3141095232372378]",0.599936465506328
2.6,"[98, 85, 65, 50]",74.5,18.39157415774952,"[4.3999999999999995, 2.7809974555295107, 2.4108058648094555, 2.2210511335875838]",2.953213613481638,0.8592318249545472,"[1.0, 0.6952493638823777, 0.4305010472874028, 0.3001420450794032]",0.6064731140622959
2.7,"[98, 85, 65, 50]",74.5,18.39157415774952,"[4.3999999999999995, 2.7428673762431393, 2.3351240805006093, 2.1224207448527346]",2.9001030503991205,0.8942042442077807,"[1.0, 0.6857168440607848, 0.41698644294653736, 0.28681361416928847]",0.5973792252941527
2.8000000000000003,"[100, 87, 67, 57]",77.75,16.78354849249705,"[4.0, 2.4365357214010994, 2.104899781003693, 2.0299650339999986]",2.642850134101198,0.7983483142903087,"[1.0, 0.6768154781669721, 0.40478841942378707, 0.31718203656249977]",0.5996964835383147
2.9000000000000004,"[99, 85, 65, 60]",77.25,15.658464164789597,"[4.199999999999999, 2.4472241066141267, 1.9924459099415839, 1.950962503354156]",2.6476581299774664,0.9171459710137567,"[1.0, 0.6440063438458229, 0.368971464803997, 0.32516041722569267]",0.5845345564688782
3.0,"[100, 85, 70, 60]",78.75,15.155444566227676,"[4.0, 2.1993144949770502, 1.9275342642490014, 1.8782192186276303]",2.5012669944634203,0.8738898257967064,"[1.0, 0.6109206930491807, 0.4015696383852086, 0.3130365364379384]",0.5813817169680819
3.1,"[100, 85, 70, 60]",78.75,15.155444566227676,"[4.0, 2.1640099247782225, 1.8708141445184658, 1.8082751490672369]",2.460774804590981,0.8987620620837331,"[1.0, 0.6011138679939507, 0.3897529467746803, 0.3013791915112061]",0.5730615015699593
3.2,"[100, 85, 70, 60]",78.75,15.155444566227676,"[4.0, 2.129304852516475, 1.8158253162347548, 1.741019242370478]",2.421537352780427,0.9228943781238154,"[1.0, 0.5914735701434654, 0.37829694088224053, 0.290169873728413]",0.5649850961885298
3.3000000000000003,"[102, 90, 70, 60]",80.5,16.454482671904334,"[3.5999999999999996, 2.0996661871702265, 1.7625130392898005, 1.6763449840115205]",2.284631052617887,0.7757297580809723,"[1.0, 0.6561456834906957, 0.36719021651870837, 0.2793908306685868]",0.5756816826694976
3.4000000000000004,"[102, 90, 70, 60]",80.5,16.454482671904334,"[3.5999999999999996, 2.0734324131625974, 1.710824364139309, 1.614150206438357]",2.249601745935066,0.798230982325064,"[1.0, 0.6479476291133116, 0.35642174252902264, 0.26902503440639286]",0.5683486015121818
3.5,"[102, 90, 70, 60]",80.5,16.454482671904334,"[3.5999999999999996, 2.0475495095524243, 1.660708071281747, 1.5543369065186865]",2.2156486218382145,0.8200576579180997,"[1.0, 0.6398592217351325, 0.34598084818369723, 0.25905615108644775]",0.5612240552513194
3.6,"[102, 90, 70, 60]",80.5,16.454482671904334,"[3.5999999999999996, 2.0220124751426245, 1.6121146128486556, 1.496811070867879]",2.1827345397147897,0.8412150546990761,"[1.0, 0.6318788984820701, 0.33585721101013655, 0.24946851181131316]",0.55430115532588
3.7,"[102, 90, 70, 60]",80.5,16.454482671904334,"[3.5999999999999996, 1.996816384409491, 1.5649960562304968, 1.441482508709562]",2.150823737337387,0.8617118363471259,"[1.0, 0.6240051201279659, 0.3260408450480201, 0.24024708478492698]",0.5475732624902283
3.8000000000000003,"[103, 90, 75, 60]",82.0,16.109003693587013,"[3.4, 1.7687812749748457, 1.522681506718364, 1.3882646919351516]",2.0199318684070904,0.8083820279501693,"[1.0, 0.5895937583249485, 0.36254321588532484, 0.2313774486558586]",0.5458786057165329
3.9000000000000004,"[103, 90, 75, 60]",82.0,16.109003693587013,"[3.4, 1.7447927474052607, 1.4834098168274037, 1.3370746020436088]",1.9913192915690683,0.8263118091234446,"[1.0, 0.5815975824684202, 0.35319281353033427, 0.22284576700726813]",0.5394090407515056
4.0,"[103, 90, 75, 60]",82.0,16.109003693587013,"[3.4, 1.7211509318357834, 1.4451920561880485, 1.287832583657628]",1.963543892920365,0.8437172060677469,"[1.0, 0.5737169772785945, 0.34409334671144015, 0.21463876394293802]",0.5331122719832432
4.1000000000000005,"[103, 90, 75, 60]",82.0,16.109003693587013,"[3.4, 1.6978505087696618, 1.4079988408787847, 1.2404622043257056]",1.936577888493538,0.8606055852708644,"[1.0, 0.5659501695898873, 0.33523781925685353, 0.20674370072095094]",0.5269829223919229
4.2,"[105, 92, 77, 67]",85.25,14.463315664120728,"[3.0, 1.4531317711517897, 1.2442347614380487, 1.1974677082992569]",1.7237085602222737,0.7431278819938787,"[1.0, 0.5588968350583806, 0.3274302003784339, 0.23949354165985137]",0.5314551442741664
4.3,"[105, 92, 77, 67]",85.25,14.463315664120728,"[3.0, 1.4335304714257413, 1.212350103972003, 1.1584157822027732]",1.7010740894001295,0.7569870013827154,"[1.0, 0.5513578736252851, 0.31903950104526396, 0.23168315644055462]",0.525520132777776
4.4,"[104, 90, 75, 70]",84.75,13.329947486768281,"[3.2, 1.4428558508693095, 1.148974818375655, 1.1216588804550007]",1.7283723874249914,0.8589252507203519,"[1.0, 0.5153056610247534, 0.28724370459391374, 0.2438388870554349]",0.5115970631685255
