k,departure dates,mean departure,standard deviation departure,payoffs,mean payoff,standard deviation payoff,survival rates,mean survival rate
13.0,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.16339356937613672, 0.12681442475684668, 0.12082496221946774]",0.40275823908811287,0.4605760609611052,"[1.0, 0.2042419617201709, 0.07925901547302917, 0.054920437372485344]",0.3346053536414214
13.100000000000001,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.16151781305607235, 0.12451399982932623, 0.11832561704893643]",0.4010893574835838,0.46154685596143685,"[1.0, 0.20189726632009042, 0.07782124989332889, 0.0537843713858802]",0.33337572189982484
13.200000000000001,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.1596651095958069, 0.12225735154733818, 0.11588027167652362]",0.3994506832049172,0.46249990576808103,"[1.0, 0.1995813869947586, 0.07641084471708635, 0.052672850762056196]",0.3321662706184753
13.3,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.15783515703776818, 0.12004360797139638, 0.11348770982381993]",0.39784161870824614,0.4634355539304773,"[1.0, 0.19729394629721023, 0.07502725498212273, 0.05158532264719089]",0.330976630981631
13.4,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.15602765762333026, 0.11787191530220052, 0.11114674372224169]",0.3962615791619432,0.46435413762580563,"[1.0, 0.1950345720291628, 0.07366994706387532, 0.0505212471464735]",0.3298064415598779
13.5,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.15424231773103902, 0.11574143748719277, 0.10885621341867689]",0.3947099921592272,0.4652559877339433,"[1.0, 0.19280289716379878, 0.07233839842949548, 0.0494800970084895]",0.3286553481504459
13.600000000000001,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.152478847815798, 0.11365135583598707, 0.10661498609867294]",0.3931862974376145,0.4661414289152518,"[1.0, 0.19059855976974752, 0.07103209739749192, 0.04846135731757861]",0.32752300362120446
13.700000000000001,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.1507369623489955, 0.11160086864447671, 0.10442195542671288]",0.39168994660504636,0.4670107796908137,"[1.0, 0.18842120293624437, 0.06975054290279795, 0.04746452519396041]",0.32640906775825074
13.8,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.14901637975955975, 0.10958919082741014, 0.10227604090312938]",0.39022040287252485,0.4678643525247698,"[1.0, 0.18627047469944968, 0.06849324426713134, 0.046489109501422446]",0.32531320711700085
13.9,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.14731682237592683, 0.10761555355923712, 0.10017618723722209]",0.38877714079309655,0.46870245390843857,"[1.0, 0.18414602796990853, 0.0672597209745232, 0.04553463056237368]",0.3242350948767013
14.0,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.14563801636890655, 0.10567920392303412, 0.098121363736158]",0.3873596460070247,0.46952538444592373,"[1.0, 0.18204752046113318, 0.06604950245189632, 0.04460061988007182]",0.32317441069827535
14.100000000000001,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.1439796916954282, 0.10377940456731666, 0.09611056370923783]",0.3859674149929957,0.4703334389409453,"[1.0, 0.17997461461928527, 0.0648621278545729, 0.04368661986783538]",0.3221308405854234
14.200000000000001,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.1423415820431604, 0.1019154333705597, 0.09414280388713403]",0.3845999548252136,0.4711269064846449,"[1.0, 0.17792697755395048, 0.0636971458565998, 0.04279218358506093]",0.3211040767489028
14.3,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.14072342477597938, 0.10008658311324048, 0.09221712385570804]",0.38325678293623205,0.4719060705441453,"[1.0, 0.1759042809699742, 0.0625541144457753, 0.0419168744798673]",0.3200938174739042
14.4,"[114, 102, 92, 87]",98.75,10.328964130056798,"[1.2000000000000002, 0.13912496088028173, 0.09829216115723166, 0.09033258550402515]",0.3819374268853847,0.47267120905165866,"[1.0, 0.17390620110035215, 0.06143260072326979, 0.041060266138193253]",0.3190997669904538
14.5,"[113, 100, 90, 90]",98.25,9.443913383762052,"[1.4, 0.14614443254302406, 0.088497892570137, 0.088497892570137]",0.4307850544208245,0.5600711777740001,"[1.0, 0.14614443254302406, 0.04916549587229834, 0.04916549587229834]",0.31111885607190515
14.600000000000001,"[113, 100, 90, 90]",98.25,9.443913383762052,"[1.4, 0.1443372284998151, 0.08680227352935664, 0.08680227352935664]",0.429485443889632,0.5608189366583569,"[1.0, 0.1443372284998151, 0.04822348529408703, 0.04822348529408703]",0.3101960497719973
14.700000000000001,"[113, 100, 90, 90]",98.25,9.443913383762052,"[1.4, 0.14255384230915508, 0.08514065851650551, 0.08514065851650551]",0.4282087898355415,0.5615532901365363,"[1.0, 0.14255384230915508, 0.04730036584250307, 0.04730036584250307]",0.3092886434985403
14.8,"[113, 100, 90, 90]",98.25,9.443913383762052,"[1.4, 0.14079394072191403, 0.0835123352670844, 0.0835123352670844]",0.4269546528140207,0.5622744996417154,"[1.0, 0.14079394072191403, 0.046395741815046895, 0.046395741815046895]",0.308396356088002
14.9,"[113, 100, 90, 90]",98.25,9.443913383762052,"[1.4, 0.1390571954218513, 0.08191660707050819, 0.08191660707050819]",0.4257226023907169,0.5629828212035384,"[1.0, 0.1390571954218513, 0.04550922615028233, 0.04550922615028233]",0.307518911930604
15.0,"[113, 100, 90, 90]",98.25,9.443913383762052,"[1.4, 0.13734328294860484, 0.0803527924166213, 0.0803527924166213]",0.4245122169454618,0.5636785055609257,"[1.0, 0.13734328294860484, 0.04464044023145628, 0.04464044023145628]",0.3066560408528793
15.100000000000001,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.09141874017217039, 0.07882921297511941, 0.07882022465055837]",0.36226704444946206,0.48369267430629814,"[1.0, 0.11427342521521298, 0.0656910108125995, 0.04378901369475465]",0.30593836243064176
15.200000000000001,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.0901993336735325, 0.07751657472438846, 0.07731825163575022]",0.36125854000841784,0.48427572731660473,"[1.0, 0.11274916709191563, 0.06459714560365704, 0.04295458424208346]",0.305075224234414
15.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08899719463390326, 0.07622692432421584, 0.0758462354248716]",0.3602675885957477,0.48484862444436727,"[1.0, 0.11124649329237907, 0.06352243693684652, 0.042136797458262]",0.30422643192187193
15.4,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08781206436904598, 0.07495983943640747, 0.07440355193853693]",0.35929386393599766,0.4854115527235419,"[1.0, 0.10976508046130747, 0.06246653286367288, 0.04133530663252052]",0.30339172998937525
15.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08664368828197162, 0.0737149058444425, 0.07298959065155952]",0.35833704619449347,0.4859646956581987,"[1.0, 0.10830461035246453, 0.06142908820370207, 0.04054977258419974]",0.30257086778509157
15.600000000000001,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08549181579501672, 0.07249171729033337, 0.07160375428658242]",0.35739682184298316,0.4865082332853433,"[1.0, 0.10686476974377089, 0.06040976440861113, 0.03977986349254579]",0.30176359941123193
15.700000000000001,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08435620028310628, 0.07128987531490462, 0.07024545851490561]",0.3564728835282292,0.48704234223701387,"[1.0, 0.10544525035388284, 0.059408229429087175, 0.039025254730503126]",0.3009696836283683
15.8,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08323659900817942, 0.07010898910141333, 0.06891413166433492]",0.35556492994348193,0.4875671958016318,"[1.0, 0.10404574876022428, 0.058424157584511104, 0.03828562870240829]",0.3001888837617859
15.9,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08213277305475541, 0.06894867532243748, 0.06760921443387714]",0.35467266570276756,0.48808296398458756,"[1.0, 0.10266596631844425, 0.057457229435364555, 0.03756067468548731]",0.299420967609824
16.0,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.08104448726662175, 0.06780855798996496, 0.06633015961512101]",0.353795801217927,0.48858981356804204,"[1.0, 0.10130560908327718, 0.05650713165830413, 0.036850088675067234]",0.29866570735416215
16.1,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07997151018462002, 0.06668826830860707, 0.06507643182013514]",0.3529340525783406,0.48908790816993397,"[1.0, 0.09996438773077503, 0.05557355692383921, 0.03615357323340842]",0.29792287947200563
16.2,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07891361398551493, 0.06558744453187727, 0.06384750721572943]",0.35208714143328046,0.4895774083021766,"[1.0, 0.09864201748189365, 0.05465620377656438, 0.03547083734207191]",0.2971922646501325
16.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07787057442192166, 0.06450573182146048, 0.06264287326392491]",0.3512547948768268,0.4900584714280369,"[1.0, 0.09733821802740207, 0.053754776517883726, 0.034801596257736066]",0.29647364770075546
16.400000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.0768421707632749, 0.06344278210941265, 0.06146202846847795]",0.3504367453352914,0.49053125201868825,"[1.0, 0.09605271345409362, 0.052868985091177205, 0.034145571371376644]",0.2957668174791619
16.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.075828185737821, 0.06239825396322784, 0.06030448212731778]",0.34963273045709164,0.490995901608931,"[1.0, 0.09478523217227625, 0.051998544969356526, 0.033502490070732104]",0.2950715668030912
16.6,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07482840547561348, 0.06137181245370564, 0.05916975409074927]",0.34884249300501713,0.491452568852075,"[1.0, 0.09353550684451685, 0.05114317704475469, 0.03287208560597182]",0.2943876923738109
16.7,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.0738426194524929, 0.06036312902556544, 0.058057374525284505]",0.3480657807508358,0.49190139957398393,"[1.0, 0.09230327431561612, 0.050302607521304527, 0.03225409695849139]",0.293714994698853
16.8,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07287062043503804, 0.05937188137074133, 0.056966883682967005]",0.34730234637218665,0.4923425368262762,"[1.0, 0.09108827554379756, 0.0494765678089511, 0.03164826871275945]",0.29305327801637704
16.900000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07191220442646311, 0.05839775330430528, 0.055897831676054145]",0.34655194735170564,0.49277612093868534,"[1.0, 0.08989025553307887, 0.04866479442025439, 0.031054350931141193]",0.2924023502211186
17.0,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07096717061345141, 0.05744043464295823, 0.05484977825693177]",0.34581434587833537,0.49320228957057816,"[1.0, 0.08870896326681427, 0.04786702886913185, 0.030472099031628765]",0.2917620227918937
17.1,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.07003532131390296, 0.056499621086035526, 0.05382229260313139]",0.3450893087507675,0.493621177761635,"[1.0, 0.08754415164237869, 0.047083017571696265, 0.029901273668406333]",0.29113211072062034
17.2,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06911646192558395, 0.05557501409897212, 0.05281495310733007]",0.3443766072829716,0.49403291798169213,"[1.0, 0.08639557740697994, 0.04631251174914343, 0.02934164061518338]",0.2905124324428267
17.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.0682104008756584, 0.05466632079917457, 0.05182734717221221]",0.34367601721176133,0.49443764017975267,"[1.0, 0.085263001094573, 0.04555526733264547, 0.02879297065122901]",0.28990280976961186
17.400000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06731694957108701, 0.05377325384424819, 0.050859071010074954]",0.34298731860635256,0.4948354718321687,"[1.0, 0.08414618696385877, 0.04481104487020682, 0.028255039450041645]",0.28930306782102677
17.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06643592234988038, 0.05289553132252886, 0.04990972944706709]",0.3423102957798691,0.49522653799000055,"[1.0, 0.08304490293735048, 0.04407960943544071, 0.02772762747059283]",0.28871303496084605
17.6,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06556713643318543, 0.05203287664586903, 0.04897893573194596]",0.3416447372027501,0.4956109613255597,"[1.0, 0.08195892054148178, 0.04336073053822419, 0.027210519851081093]",0.28813254273269673
17.7,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06471041187819673, 0.05118501844463272, 0.04806631134924672]",0.3409904354180191,0.49598886217814037,"[1.0, 0.08088801484774591, 0.04265418203719393, 0.02670350630513707]",0.28756142579751925
17.8,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06386557153187321, 0.05035169046484644, 0.047171485836759355]",0.3403471869583698,0.49636035859894834,"[1.0, 0.0798319644148415, 0.04195974205403869, 0.026206381020421866]",0.2869995218723255
17.900000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06303244098544684, 0.04953263146746702, 0.04629409660720567]",0.33971479226502993,0.49672556639523396,"[1.0, 0.07879055123180854, 0.04127719288955584, 0.025718942559558707]",0.2864466716702308
18.0,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06221084852971087, 0.04872758512971511, 0.04543378877402338]",0.3390930556083624,0.49708459917363645,"[1.0, 0.07776356066213859, 0.040606320941429255, 0.025240993763346327]",0.2859027188417286
18.1,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06140062511107158, 0.04793629994843289, 0.04459021498115074]",0.3384817850101639,0.49743756838275066,"[1.0, 0.07675078138883948, 0.03994691662369407, 0.02477234165619486]",0.2853675099171821
18.2,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.06060160428835019, 0.047158529145423934, 0.04376303523672379]",0.3378807921676245,0.4977845833549204,"[1.0, 0.07575200536043773, 0.03929877428785327, 0.024312797353735444]",0.28484089425050657
18.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.059813622190323525, 0.046394030574729045, 0.04295191675058845]",0.3372898923789103,0.49812575134727227,"[1.0, 0.0747670277379044, 0.03866169214560753, 0.02386217597254914]",0.2843227239640153
18.400000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05903651747398714, 0.04564256663180082, 0.04215653377553724]",0.3367089044703313,0.49846117758199593,"[1.0, 0.07379564684248392, 0.038035472193167344, 0.023420296541965136]",0.2838128538944041
18.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05827013128353016, 0.04490390416453565, 0.04137656745218503]",0.33613765072506274,0.4987909652858816,"[1.0, 0.0728376641044127, 0.03741992013711304, 0.022986981917880574]",0.28331114153985154
18.6,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.057514307210008955, 0.04417781438611982, 0.04061170565739207]",0.33557595681338026,0.49911521572912454,"[1.0, 0.07189288401251119, 0.03681484532176651, 0.02256205869855115]",0.2828174470082072
18.7,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05676889125170567, 0.0434640727896582, 0.03986164285615542]",0.33502365172437987,0.499434028263406,"[1.0, 0.07096111406463208, 0.036220060658048496, 0.02214535714230857]",0.28233163296624725
18.8,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05603373177516229, 0.04276245906454019, 0.03912607995688338]",0.33448056769914647,0.49974750035926063,"[1.0, 0.07004216471895286, 0.035635382553783485, 0.021736711087157436]",0.2818535645899734
18.900000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.055308679476874435, 0.04207275701451149, 0.03840472416997263]",0.33394654016533964,0.5000557276427414,"[1.0, 0.06913584934609304, 0.03506063084542624, 0.021335957872207018]",0.28138310951593154
19.0,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05459358734563713, 0.04139475447741367, 0.03769728886961189]",0.3334214076731657,0.5003588039313911,"[1.0, 0.06824198418204641, 0.034495628731178056, 0.020942938260895497]",0.28092013779353
19.1,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05388831062552708, 0.040728243246554385, 0.03700349345873422]",0.33290501183270393,0.5006568212695308,"[1.0, 0.06736038828190885, 0.03394020270546198, 0.02055749636596346]",0.2804645218383336
19.200000000000003,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.053192706779513876, 0.04007301899367806, 0.03632306323704289]",0.33239719725255873,0.5009498699628776,"[1.0, 0.06649088347439235, 0.03339418249473171, 0.02017947957613494]",0.28001613638631473
19.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.052506635453686515, 0.03942888119349743, 0.035655729272040936]",0.3318978114798063,0.5012380386124986,"[1.0, 0.06563329431710814, 0.03285740099458119, 0.019808738484467188]",0.2795748584490391
19.400000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.051829958442084004, 0.03879563304975927, 0.035001228272990105]",0.3314067049412084,0.5015214141481154,"[1.0, 0.064787448052605, 0.03232969420813272, 0.01944512681832784]",0.2791405672697664
19.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05116253965212242, 0.03817308142280641, 0.03435930246773302]",0.33092373088566557,0.5018000818607653,"[1.0, 0.06395317456515302, 0.03181090118567201, 0.019088501370962793]",0.2787131442804469
19.6,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.05050424507060417, 0.037561036758607946, 0.033729699482308695]",0.3304487453278802,0.5020741254348354,"[1.0, 0.06313030633825521, 0.03130086396550662, 0.018738721934615944]",0.2782924730595944
19.700000000000003,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.049854942730301166, 0.03695931301922544, 0.033112172223297896]",0.32998160699320617,0.5023436269794724,"[1.0, 0.06231867841287645, 0.030799427516021195, 0.0183956512351655]",0.2778784392910158
19.8,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04921450267710205, 0.036367727614684243, 0.03250647876283246]",0.32952217726365474,0.5026086670593861,"[1.0, 0.06151812834637756, 0.03030643967890353, 0.01805915486824026]",0.2774709307233803
19.900000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04858279693771208, 0.03578610133622251, 0.031912382226206515]",0.32907032012503534,0.5028693247250513,"[1.0, 0.060728496172140094, 0.029821751113518754, 0.017729101236781397]",0.27706983713061006
20.0,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.047959699487897384, 0.035214258290886126, 0.03132965068202924]",0.32862590211520326,0.5031256775423215,"[1.0, 0.05994962435987172, 0.0293452152424051, 0.017405361490016244]",0.2766750502730733
20.1,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04734508622126268, 0.03465202583744352, 0.03075805703485781]",0.32818879227339104,0.5033778016214635,"[1.0, 0.059181357776578354, 0.028876688197869593, 0.017087809463809896]",0.27628646385956446
20.200000000000003,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04673883491855445, 0.03409923452359184, 0.030197378920254255]",0.3277588620906002,0.5036257716456218,"[1.0, 0.058423543648193056, 0.028416028769659867, 0.016776321622363477]",0.2759039735100541
20.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.046140825217479225, 0.03355571802442673, 0.029647398602209135]",0.3273359854610289,0.5038696608987269,"[1.0, 0.057676031521849025, 0.027963098353688935, 0.0164707770012273]",0.2755274767191913
20.400000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.045550938583028, 0.03302131308215065, 0.029107902872874424]",0.3269200386345133,0.504109541292851,"[1.0, 0.056938673228785, 0.027517760901792206, 0.016171057151596904]",0.2751568728205436
20.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.044969058278298876, 0.03249585944699297, 0.028578682954555783]",0.326510900169962,0.5043454833950279,"[1.0, 0.05621132284787359, 0.027079882872494142, 0.015877046085864325]",0.274792062951558
20.6,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04439506933580811, 0.031979199819315685, 0.02805953440390694]",0.32610845088975776,0.504577556453542,"[1.0, 0.05549383666976014, 0.02664933318276307, 0.015588630224392747]",0.274432950019229
20.700000000000003,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.043828858529281194, 0.03147117979288233, 0.027550257018278342]",0.32571257383511054,0.504805828423697,"[1.0, 0.05478607316160149, 0.026225983160735274, 0.01530569834348797]",0.2740794386664562
20.8,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04327031434591644, 0.030971647799263022, 0.02705065474416799]",0.32532315422233693,0.5050303659930765,"[1.0, 0.05408789293239555, 0.025809706499385847, 0.015028141524537774]",0.2737314352390798
20.900000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04271932695911124, 0.030480455053353707, 0.026560535587725573]",0.3249400794000477,0.5052512346063018,"[1.0, 0.053399158698889046, 0.025400379211128084, 0.014755853104291986]",0.2733888477535773
21.0,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.042175788201644616, 0.029997455499986496, 0.026079711527263433]",0.3245632388072237,0.5054684984893,"[1.0, 0.05271973525205577, 0.024997879583322075, 0.014488728626257464]",0.27305158586540884
21.1,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04163959153930685, 0.029522505761606543, 0.025607998427725275]",0.32419252393215975,0.5056822206730882,"[1.0, 0.05204948942413356, 0.024602088134672115, 0.01422666579318071]",0.27271956083799653
21.200000000000003,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.041110632044968225, 0.029055465086995542, 0.025145215957070224]",0.32382782827225853,0.5058924630170865,"[1.0, 0.051388290056210276, 0.024212887572496282, 0.01396956442059457]",0.2723926855123253
21.3,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.04058880637308135, 0.028596195301018583, 0.02469118750452506]",0.32346904729465625,0.5060992862319653,"[1.0, 0.05073600796635168, 0.023830162750848816, 0.013717326391402813]",0.2720708742771508
21.400000000000002,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.040074012734606, 0.028144560755373263, 0.024245740100662456]",0.32311607839766043,0.5063027499020382,"[1.0, 0.050092515918257495, 0.023453800629477717, 0.013469855611479143]",0.2717540430398036
21.5,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.039566150872352907, 0.027700428280321647, 0.023808704339263402]",0.32276882087298453,0.5065029125072072,"[1.0, 0.049457688590441126, 0.023083690233601368, 0.013227057966257446]",0.271442109197575
21.6,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.03906512203673532, 0.027263667137381577, 0.02337991430092137]",0.32242717586875963,0.5066998314444721,"[1.0, 0.04883140254591914, 0.022719722614484645, 0.012988841278289651]",0.27113499160967336
21.700000000000003,"[114, 100, 95, 90]",99.75,8.954747344286158,"[1.2000000000000002, 0.0385708289619253, 0.026834148972961835, 0.022959207478348533]",0.32209104635330893,0.5068935630490069,"[1.0, 0.04821353620240662, 0.022361790810801526, 0.012755115265749186]",0.27083261056973934
21.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03812980331264598, 0.026411747772917007, 0.02254642470334498]",0.22177199394722702,0.3338894032425518,"[1.0, 0.09532450828161496, 0.02200978981076417, 0.012525791501858322]",0.28246502239855936
21.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03775570257995035, 0.025996339818006454, 0.022141410075391728]",0.22147336311833712,0.33406202362644366,"[1.0, 0.09438925644987586, 0.021663616515005375, 0.012300783375217629]",0.2820884140850247
22.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03738555159487172, 0.025587803640237588, 0.021744010891831013]",0.22117934153173507,0.3342319601306855,"[1.0, 0.0934638789871793, 0.021323169700197986, 0.012080006051017231]",0.2817167636845987
22.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.037019305711085596, 0.025186019980073963, 0.021354077579595947]",0.2208898508176889,0.3343992585405953,"[1.0, 0.09254826427771398, 0.020988349983394966, 0.01186337643310886]",0.28134999767355445
22.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03665692082016945, 0.024790871744492498, 0.02097146362845573]",0.22060481404827942,0.3345639638124091,"[1.0, 0.09164230205042362, 0.020659059787077078, 0.011650813126919853]",0.28098804374110514
22.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03629835334472262, 0.024402243965870655, 0.02059602552573955]",0.22032415570908323,0.3347261200884552,"[1.0, 0.09074588336180654, 0.02033520330489221, 0.01144223640318864]",0.2806308307674718
22.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03594356023157893, 0.024020023761687003, 0.020227622692506407]",0.2200478016714431,0.334885770712076,"[1.0, 0.08985890057894731, 0.0200166864680725, 0.01123756816250356]",0.28027828880238087
22.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.035592498945110566, 0.023644100295019007, 0.019866117421127524]",0.21977567916531426,0.3350429582423006,"[1.0, 0.08898124736277642, 0.019703416912515835, 0.011036731900626404]",0.2799303490439797
22.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.035245127460623735, 0.02327436473582039, 0.019511374814248365]",0.2195077167526731,0.3351977244682706,"[1.0, 0.08811281865155933, 0.01939530394651699, 0.010839652674582426]",0.2795869438181647
22.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03490140425784187, 0.022910710222963232, 0.019163262725098842]",0.21924384430147598,0.33535011042342067,"[1.0, 0.08725351064460467, 0.019092258519136023, 0.010646257069499359]",0.27924800655831
22.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03456128831447805, 0.02255303182702836, 0.01882165169912158]",0.218983992960157,0.33550015639941744,"[1.0, 0.08640322078619513, 0.018794193189190296, 0.010456473166178655]",0.27891347178539105
22.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.034224739099893445, 0.022201226513828852, 0.018486414916886504]",0.2187280951326522,0.33564790195985855,"[1.0, 0.0855618477497336, 0.018501022094857374, 0.010270230509381391]",0.27858327508849307
23.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.033891716568841414, 0.02185519310865215, 0.018157428138263952]",0.21847608445393937,0.3357933859537349,"[1.0, 0.08472929142210353, 0.01821266092387679, 0.010087460076813309]",0.27825735310569844
23.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03356218115529609, 0.021514832261204944, 0.01783456964782614]",0.21822789576608181,0.3359366465286589,"[1.0, 0.08390545288824022, 0.01792902688433745, 0.009908094248792302]",0.2779356435053425
